CD_MUN,lat,long,Município,UF,População 2022,GRUPO,TEXTO
2408607,-38.284204,-6.451044,Paraná,RN,3.934,C,"A população de Paraná (RN) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4103958,-51.78204,-25.130833,Campina do Simão,PR,3.936,C,"A população de Campina do Simão (PR) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2806503,-37.236081,-10.632042,Santa Rosa de Lima,SE,3.937,C,"A população de Santa Rosa de Lima (SE) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4113429,-51.638956,-24.086225,Lidianópolis,PR,3.938,C,"A população de Lidianópolis (PR) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2504074,-36.502483,-7.774098,Caraúbas,PB,3.944,C,"A população de Caraúbas (PB) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4116307,-51.73488,-23.130271,Munhoz de Melo,PR,3.951,C,"A população de Munhoz de Melo (PR) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4125456,-54.119572,-24.815472,São José das Palmeiras,PR,3.957,C,"A população de São José das Palmeiras (PR) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1718550,-48.136209,-6.459935,Riachinho,TO,3.960,C,"A população de Riachinho (TO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2702702,-36.335914,-10.283332,Feliz Deserto,AL,3.963,C,"A população de Feliz Deserto (AL) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3140605,-43.046879,-18.461265,Materlândia,MG,3.963,C,"A população de Materlândia (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3528205,-50.181547,-20.098087,Macedônia,SP,3.963,C,"A população de Macedônia (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1715101,-47.383008,-10.154976,Novo Acordo,TO,3.969,C,"A população de Novo Acordo (TO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3136520,-42.656135,-16.900187,José Gonçalves de Minas,MG,3.969,C,"A população de José Gonçalves de Minas (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4312054,-52.148787,-29.289317,Marques de Souza,RS,3.969,C,"A população de Marques de Souza (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3162658,-44.524365,-16.55532,São João do Pacuí,MG,3.972,C,"A população de São João do Pacuí (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2202455,-41.901242,-8.529253,Capitão Gervásio Oliveira,PI,3.974,C,"A população de Capitão Gervásio Oliveira (PI) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3112059,-42.648697,-18.516132,Cantagalo,MG,3.974,C,"A população de Cantagalo (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3102209,-41.695435,-19.419945,Alvarenga,MG,3.975,C,"A população de Alvarenga (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3150208,-42.718067,-20.24171,Piedade de Ponte Nova,MG,3.976,C,"A população de Piedade de Ponte Nova (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3523008,-51.440568,-20.595074,Itapura,SP,3.979,C,"A população de Itapura (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4102208,-52.064938,-23.128611,Atalaia,PR,3.980,C,"A população de Atalaia (PR) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4103156,-53.552979,-26.163059,Bom Jesus do Sul,PR,3.980,C,"A população de Bom Jesus do Sul (PR) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5218706,-49.441551,-15.472611,Rianápolis,GO,3.980,C,"A população de Rianápolis (GO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3527801,-49.816989,-22.427224,Lupércio,SP,3.981,C,"A população de Lupércio (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3120839,-41.12931,-19.009293,Cuparaque,MG,3.983,C,"A população de Cuparaque (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4314068,-52.869567,-29.438867,Passa Sete,RS,3.983,C,"A população de Passa Sete (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3142254,-44.4216,-14.752964,Miravânia,MG,3.985,C,"A população de Miravânia (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2401503,-35.922023,-5.961099,Barcelona,RN,3.986,C,"A população de Barcelona (RN) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4207759,-53.324456,-26.845317,Iraceminha,SC,3.986,C,"A população de Iraceminha (SC) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3160900,-43.972402,-20.627495,São Brás do Suaçuí,MG,3.989,C,"A população de São Brás do Suaçuí (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4304671,-50.511836,-30.134844,Capivari do Sul,RS,3.991,C,"A população de Capivari do Sul (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5203609,-49.377399,-16.386133,Brazabrantes,GO,3.992,C,"A população de Brazabrantes (GO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2201176,-42.106507,-6.529598,Barra D'Alcântara,PI,3.995,C,"A população de Barra D'Alcântara (PI) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5207352,-49.739621,-17.420098,Edealina,GO,4.001,C,"A população de Edealina (GO) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5204953,-49.659715,-14.199789,Campos Verdes,GO,4.005,C,"A população de Campos Verdes (GO) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2512077,-38.498938,-6.593668,Poço de José de Moura,PB,4.006,C,"A população de Poço de José de Moura (PB) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1703867,-49.202778,-11.933028,Cariri do Tocantins,TO,4.007,C,"A população de Cariri do Tocantins (TO) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3165909,-43.240951,-17.855245,Senador Modestino Gonçalves,MG,4.008,C,"A população de Senador Modestino Gonçalves (MG) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3167905,-43.256172,-21.363355,Tabuleiro,MG,4.014,C,"A população de Tabuleiro (MG) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3502408,-51.427779,-22.362024,Anhumas,SP,4.023,C,"A população de Anhumas (SP) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4202503,-49.652452,-28.361005,Bom Jardim da Serra,SC,4.026,C,"A população de Bom Jardim da Serra (SC) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4202859,-49.903617,-27.368599,Braço do Trombudo,SC,4.026,C,"A população de Braço do Trombudo (SC) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5221007,-49.593869,-16.045535,Taquaral de Goiás,GO,4.026,C,"A população de Taquaral de Goiás (GO) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4104055,-53.013902,-24.931241,Campo Bonito,PR,4.027,C,"A população de Campo Bonito (PR) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5205521,-48.07536,-13.984913,Colinas do Sul,GO,4.030,C,"A população de Colinas do Sul (GO) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1501253,-50.634416,-7.486384,Bannach,PA,4.031,C,"A população de Bannach (PA) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3535903,-50.594045,-20.063771,Paranapuã,SP,4.031,C,"A população de Paranapuã (SP) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4102752,-53.63426,-25.881025,Bela Vista da Caroba,PR,4.031,C,"A população de Bela Vista da Caroba (PR) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3532058,-48.170321,-21.513807,Motuca,SP,4.034,C,"A população de Motuca (SP) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4212270,-51.961063,-26.706083,Passos Maia,SC,4.034,C,"A população de Passos Maia (SC) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3520707,-50.26367,-19.947926,Indiaporã,SP,4.035,C,"A população de Indiaporã (SP) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1703305,-47.87922,-9.012407,Bom Jesus do Tocantins,TO,4.038,C,"A população de Bom Jesus do Tocantins (TO) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3157500,-42.40434,-18.862834,Santa Efigênia de Minas,MG,4.039,C,"A população de Santa Efigênia de Minas (MG) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3109253,-42.311,-19.357673,Bugre,MG,4.041,C,"A população de Bugre (MG) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5212956,-50.774428,-15.377605,Matrinchã,GO,4.042,C,"A população de Matrinchã (GO) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1716307,-48.988355,-7.54493,Pau D'Arco,TO,4.043,C,"A população de Pau D'Arco (TO) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3521200,-48.54635,-24.512707,Iporanga,SP,4.046,C,"A população de Iporanga (SP) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3114600,-44.612083,-21.496353,Carrancas,MG,4.049,C,"A população de Carrancas (MG) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3543600,-47.440891,-20.0608,Rifaina,SP,4.049,C,"A população de Rifaina (SP) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3127388,-43.18928,-21.555547,Goianá,MG,4.053,C,"A população de Goianá (MG) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2208874,-42.613564,-7.927756,Ribeira do Piauí,PI,4.055,C,"A população de Ribeira do Piauí (PI) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5215405,-49.219565,-16.254381,Ouro Verde de Goiás,GO,4.057,C,"A população de Ouro Verde de Goiás (GO) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2211704,-41.877655,-7.265638,Wall Ferraz,PI,4.059,C,"A população de Wall Ferraz (PI) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2413201,-35.121406,-6.157871,Senador Georgino Avelino,RN,4.065,C,"A população de Senador Georgino Avelino (RN) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4119707,-52.934521,-23.091656,Planaltina do Paraná,PR,4.070,C,"A população de Planaltina do Paraná (PR) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5218052,-50.147917,-17.901228,Porteirão,GO,4.070,C,"A população de Porteirão (GO) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2203420,-41.309897,-4.255218,Domingos Mourão,PI,4.075,C,"A população de Domingos Mourão (PI) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2918704,-40.292578,-13.641588,Lafaiete Coutinho,BA,4.075,C,"A população de Lafaiete Coutinho (BA) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4122800,-53.418309,-26.138225,Salgado Filho,PR,4.075,C,"A população de Salgado Filho (PR) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2207959,-42.023704,-8.119479,Nova Santa Rita,PI,4.076,C,"A população de Nova Santa Rita (PI) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2201804,-41.304197,-6.905989,Bocaina,PI,4.078,C,"A população de Bocaina (PI) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3154705,-45.073063,-21.147887,Ribeirão Vermelho,MG,4.080,C,"A população de Ribeirão Vermelho (MG) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4210902,-53.051096,-26.774777,Modelo,SC,4.080,C,"A população de Modelo (SC) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2514404,-37.379772,-6.813827,São José de Espinharas,PB,4.083,C,"A população de São José de Espinharas (PB) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5209408,-46.432394,-13.889451,Guarani de Goiás,GO,4.085,C,"A população de Guarani de Goiás (GO) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3502606,-50.921977,-20.478803,Aparecida d'Oeste,SP,4.086,C,"A população de Aparecida d'Oeste (SP) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2207306,-42.285188,-7.812744,Paes Landim,PI,4.088,C,"A população de Paes Landim (PI) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3110202,-42.764153,-20.785307,Cajuri,MG,4.088,C,"A população de Cajuri (MG) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2201556,-41.855713,-7.99615,Bela Vista do Piauí,PI,4.091,C,"A população de Bela Vista do Piauí (PI) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2703908,-35.536696,-8.962339,Jundiá,AL,4.092,C,"A população de Jundiá (AL) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4120101,-49.895281,-25.529761,Porto Amazonas,PR,4.098,C,"A população de Porto Amazonas (PR) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5107792,-53.669927,-14.80515,Santo Antônio do Leste,MT,4.099,C,"A população de Santo Antônio do Leste (MT) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1720309,-48.331743,-5.241004,São Sebastião do Tocantins,TO,4.100,C,"A população de São Sebastião do Tocantins (TO) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3148905,-45.229312,-20.28688,Pedra do Indaiá,MG,4.112,C,"A população de Pedra do Indaiá (MG) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4300851,-51.578611,-30.918625,Arambaré,RS,4.112,C,"A população de Arambaré (RS) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2202737,-42.284264,-5.099886,Coivaras,PI,4.117,C,"A população de Coivaras (PI) é 1,3 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
